Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t8832,0.0,0.0,0.0,0.0,2471.3664183698625,1.270872286238607,102.99781106510316,38.297216834165255,0.0
t8833,0.0,0.0,0.0,0.0,2472.37597993275,1.2721517489554177,103.10504180539289,37.73393177321995,0.0
t8834,0.0,0.0,0.0,0.0,2473.354236325826,1.2734251099739844,103.21219187817316,37.974839434829825,0.0
t8835,0.0,0.0,0.0,0.0,2474.394836762394,1.2747097303988288,103.3189383420788,36.883825339878896,0.0
t8836,0.0,0.0,0.0,0.0,2475.5057314420487,1.2759990220840658,103.42572996768364,36.3105622366192,0.0
t8837,0.0,0.0,0.0,0.0,2476.776869387621,1.2772888587937627,103.5325822956658,35.95367550563523,0.0
t8838,0.0,0.0,0.0,0.0,2478.0147489460105,1.278580944583366,103.63942335208749,35.67951904599562,0.0
t8839,0.0,0.0,0.0,0.0,2479.3150279274964,1.2798689898240398,103.73389201843989,36.08678993767231,0.0
t8840,0.0,0.0,0.0,0.0,2480.686959517667,1.2811747080112337,103.8284412201293,34.53666868694132,0.0
t8841,0.0,0.0,0.0,0.0,2482.2217017526573,1.2824666962450544,103.92808937408554,34.484130277022814,0.0
t8842,0.0,0.0,0.0,0.0,2483.7210981460566,1.2837614948663483,104.02743729968887,34.54013371395416,0.0
t8843,0.0,0.0,0.0,0.0,2485.282916557096,1.2850608500361473,104.12712957067308,34.86168598213874,0.0
