Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t214,38.985682703416266,0.0,0.0,0.0,0.4167830465837312,0.0,0.0,0.0,0.0,16.0,55.40246575
t215,39.66426237219148,0.0,0.0,0.0,0.0,0.0,0.2168500578085215,0.0,0.0,16.0,55.88111243
t216,40.34081021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,56.34081021
t217,41.02142164967287,0.0,0.0,0.0,0.011761160327132814,0.0,0.0,0.0,0.0,16.0,57.03318281
t218,40.770060774994924,0.0,0.0,0.0,0.0,0.0,0.8805457650050741,0.0,0.0,16.0,57.65060654
t219,40.51869996038604,0.0,0.0,0.0,1.5990611596139601,0.0,0.0,0.0,0.0,16.0,58.11776112
t220,40.267339085708095,0.0,0.0,0.0,0.0,0.0,2.1655447642919086,0.0,0.0,16.0,58.43288385
t221,40.01597821103016,0.0,0.0,0.0,2.4860303289698393,0.0,0.0,0.0,0.0,16.0,58.50200854
t222,39.76461733635222,0.0,0.0,0.0,2.6527213536477845,0.0,0.0,0.0,0.0,16.0,58.41733869
t223,39.51325652174333,0.0,0.0,0.0,0.0,0.0,2.9494105482566724,0.0,0.0,16.0,58.46266707
t224,39.26189564706539,0.0,0.0,0.0,3.1370832229346135,0.0,0.0,0.0,0.0,16.0,58.39897887
t225,39.010534772387444,0.0,0.0,0.0,0.0,0.0,3.3300439276125573,0.0,0.0,16.0,58.3405787
t226,38.75917389770951,0.0,0.0,0.0,3.621715182290494,0.0,0.0,0.0,0.0,16.0,58.38088908
t227,38.50781308310062,0.0,0.0,0.0,3.732734966899379,0.0,0.0,0.0,0.0,16.0,58.24054805
t228,38.25645220842268,0.0,0.0,0.0,3.8472802315773222,0.0,0.0,0.0,0.0,16.0,58.10373244
t229,38.00509133374474,0.0,0.0,0.0,3.9181989462552664,0.0,0.0,0.0,0.0,16.0,57.92329028
t230,37.42701259692916,0.0,0.0,0.0,0.14199863995548156,0.0,4.152862633115362,0.0,0.0,16.0,57.72187387
t231,36.84893380004452,0.0,0.0,0.0,4.641998639955482,0.0,0.0,0.0,0.0,16.0,57.49093244
t232,36.270855063228936,0.0,0.0,0.0,5.092253186771067,0.0,0.0,0.0,0.0,16.0,57.36310825
